nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Tomates concassées à l’ail 400G SICAM,5,Épicerie,3.0,2.5,328,2026-05-10,36,Otrity,Tunisie
Tomates concassées à l’ail STICAP 380G,5,Épicerie,3.0,1.889,134,2026-04-18,14,Otrity,Tunisie
Tomates concassées au basilic LE PETIT PARIS 400G,5,Épicerie,3.0,3.0,149,2026-06-23,80,Otrity,Tunisie
Tomates pelées concassées à l’ail Jouda 400g,5,Épicerie,2.724,2.674,349,2026-05-26,52,Otrity,Tunisie
Vinaigrette COVINOR Fines herbes 500ML,5,Épicerie,8.5,5.273,64,2026-04-17,13,Otrity,Tunisie
Vinaigrette COVINOR Moutarde à l’ancienne 500ML,5,Épicerie,8.5,4.88,156,2026-04-12,8,Otrity,Tunisie
Vinaigrette COVINOR Nature 500ML,5,Épicerie,8.5,8.5,64,2026-06-22,79,Otrity,Tunisie
10 Feuilles de brick Elgamra,5,Épicerie,1.74,1.595,107,2026-05-19,45,Otrity,Tunisie
5 Feuilles de brick Elgamra,5,Épicerie,1.04,0.828,51,2026-05-06,32,Otrity,Tunisie
Amidon de Maïs La Pâtissière 150g,5,Épicerie,2.85,1.768,167,2026-04-17,13,Otrity,Tunisie
Bâtonnets RINGO TOM  70g,5,Épicerie,1.18,1.18,70,2026-06-21,78,Otrity,Tunisie
Beignet Chocolat Saïda,5,Épicerie,0.626,0.417,59,2026-04-22,18,Otrity,Tunisie
Bicarbonate de soude 25g La Pâtissière,5,Épicerie,0.376,0.338,199,2026-05-17,43,Otrity,Tunisie
Biscotte Imperial au Son,5,Épicerie,5.7,2.956,293,2026-04-06,2,Otrity,Tunisie
Biscottes Impérial avec Sel,5,Épicerie,5.7,4.064,99,2026-04-27,23,Otrity,Tunisie
Biscottes Impérial sans Sel,5,Épicerie,5.7,3.114,326,2026-04-09,5,Otrity,Tunisie
Biscuit Loopi coeur fondant Saida,5,Épicerie,1.377,1.377,305,2026-07-02,89,Otrity,Tunisie
Biscuit Prince Fourré à la Vanille,5,Épicerie,0.907,0.546,169,2026-04-15,11,Otrity,Tunisie
Biscuit Prince Fourré Chocolat 130g,5,Épicerie,1.669,1.314,217,2026-05-05,31,Otrity,Tunisie
Biscuit Prince Fourré Chocolat 6 PIÈCES,5,Épicerie,0.908,0.908,95,2026-06-22,79,Otrity,Tunisie
Biscuit Prince Fourré Vanille 130g,5,Épicerie,1.669,0.974,122,2026-04-13,9,Otrity,Tunisie
Biscuit Tungo Saïda,5,Épicerie,1.659,1.152,138,2026-04-25,21,Otrity,Tunisie
Biscuits Binto kif,5,Épicerie,1.64,1.64,195,2026-06-05,62,Otrity,Tunisie
Biscuits Choco Tom goût Chocolat,5,Épicerie,1.74,1.74,302,2026-06-23,80,Otrity,Tunisie
Biscuits cigares chocolat Star Kif,5,Épicerie,1.344,0.722,291,2026-04-08,4,Otrity,Tunisie
Biscuits DCROC au Chocolat,5,Épicerie,1.734,1.509,299,2026-05-14,40,Otrity,Tunisie
Biscuits DCROC crème Tiramisu,5,Épicerie,1.734,1.702,312,2026-05-26,52,Otrity,Tunisie
Biscuits Fourrés Kif,5,Épicerie,1.74,1.708,260,2026-05-26,52,Otrity,Tunisie
Biscuits Sablito fourrés a l’Abricot,5,Épicerie,2.02,1.721,163,2026-05-12,38,Otrity,Tunisie
Biscuits Sablito fourrés à la Fraise,5,Épicerie,2.02,1.945,270,2026-05-24,50,Otrity,Tunisie
Biscuits Sablito fourrés aux Chocolat,5,Épicerie,2.02,2.02,102,2026-06-06,63,Otrity,Tunisie
Biscuits Sablito fourrés aux figue 140gr,5,Épicerie,1.961,1.108,101,2026-04-11,7,Otrity,Tunisie
Biscuits SAIDA 24un,5,Épicerie,2.12,2.12,194,2026-06-29,86,Otrity,Tunisie
Saïda 12 Biscuits,5,Épicerie,1.138,1.138,53,2026-06-14,71,Otrity,Tunisie
Biscuits Smile au lait et chocolat Kif,5,Épicerie,1.704,1.704,268,2026-06-29,86,Otrity,Tunisie
Biscuits Smile Chocolat,5,Épicerie,1.704,1.704,172,2026-05-29,55,Otrity,Tunisie
Biscuits START,5,Épicerie,2.39,1.66,101,2026-04-25,21,Otrity,Tunisie
Biscuits TUC,5,Épicerie,1.51,1.51,285,2026-06-22,79,Otrity,Tunisie
Bonbons Happy Full Croco 70g,5,Épicerie,1.249,0.74,188,2026-04-14,10,Otrity,Tunisie
Bonbons Happy Full Cubies 70g,5,Épicerie,1.249,0.775,104,2026-04-17,13,Otrity,Tunisie
Bonbons Happy Full Eggzzz 70g,5,Épicerie,1.249,1.249,252,2026-07-03,90,Otrity,Tunisie
Bonbons Happy Full Fruits 70g,5,Épicerie,1.249,1.249,281,2026-06-28,85,Otrity,Tunisie
Bonbons Happy Full Rings 70g,5,Épicerie,1.249,1.249,220,2026-06-25,82,Otrity,Tunisie
Bonbons Happy Full Spider 70g,5,Épicerie,1.249,0.995,212,2026-05-06,32,Otrity,Tunisie
Bonbons Happy Full Worms 70g,5,Épicerie,1.249,1.249,203,2026-06-24,81,Otrity,Tunisie
Break Bar Caramel,5,Épicerie,0.8,0.481,227,2026-04-15,11,Otrity,Tunisie
Break Chocolat,5,Épicerie,0.574,0.399,230,2026-04-25,21,Otrity,Tunisie
Break Vanille,5,Épicerie,0.574,0.574,347,2026-05-29,55,Otrity,Tunisie
Brownie Saïda Chocolat,5,Épicerie,0.889,0.659,156,2026-04-30,26,Otrity,Tunisie
Cacao en Poudre 250 g,5,Épicerie,9.3,7.578,235,2026-05-08,34,Otrity,Tunisie
Café Aroma / moka  Bondin 250g,5,Épicerie,4.97,4.97,91,2026-06-25,82,Otrity,Tunisie
Café Expresso Pure Bondin 250g,5,Épicerie,4.965,4.873,271,2026-05-26,52,Otrity,Tunisie
Café Mélange Turc Ben Yedder 125g,5,Épicerie,1.469,1.02,81,2026-04-25,21,Otrity,Tunisie
Café Turc Ben Yedder 125g,5,Épicerie,2.482,1.54,81,2026-04-17,13,Otrity,Tunisie
Chaïma Papillon aux Amandes 350g métal,5,Épicerie,10.32,10.32,152,2026-06-07,64,Otrity,Tunisie
Chips Cheetos 80g,5,Épicerie,4.0,2.333,56,2026-04-13,9,Otrity,Tunisie
Chips Cheetos 90g,5,Épicerie,4.5,2.333,168,2026-04-06,2,Otrity,Tunisie
Chips Lays chili et citron 45g,5,Épicerie,2.5,2.361,99,2026-05-22,48,Otrity,Tunisie
Chips Lays Chilli et Citron 160g,5,Épicerie,6.5,3.852,68,2026-04-14,10,Otrity,Tunisie
Chips Lays Salt 160g,5,Épicerie,6.5,6.5,281,2026-06-01,58,Otrity,Tunisie
Chips Lays Salt 43gr,5,Épicerie,2.5,1.736,271,2026-04-25,21,Otrity,Tunisie
Chocolat au Caramel Club,5,Épicerie,1.8,1.8,323,2026-06-18,75,Otrity,Tunisie
Chocolat au Cornfleakes Club,5,Épicerie,1.8,1.467,286,2026-05-08,34,Otrity,Tunisie
Chocolat au Lait fourré à la crème de Noisette Maestro Passion 240gr,5,Épicerie,13.2,13.2,303,2026-06-02,59,Otrity,Tunisie
Chocolat au Lait Maestro 100 gr,5,Épicerie,4.404,4.404,253,2026-06-15,72,Otrity,Tunisie
Chocolat au Lait Maestro 30g,5,Épicerie,1.65,1.085,118,2026-04-21,17,Otrity,Tunisie
Chocolat au Lait Tris,5,Épicerie,1.6,1.6,212,2026-06-26,83,Otrity,Tunisie
Chocolat aux Noisettes Club,5,Épicerie,1.8,1.433,108,2026-05-06,32,Otrity,Tunisie
Chocolat aux Noisettes Maestro 100g,5,Épicerie,4.5,2.583,126,2026-04-12,8,Otrity,Tunisie
Chocolat aux Noisettes Maestro 30g,5,Épicerie,1.7,1.7,239,2026-06-30,87,Otrity,Tunisie
Chocolat aux Noisettes Tris,5,Épicerie,1.65,0.84,82,2026-04-05,1,Otrity,Tunisie
Chocolat Cappuccino Club,5,Épicerie,1.8,1.75,148,2026-05-25,51,Otrity,Tunisie
Chocolat Croquant Tris,5,Épicerie,1.6,1.052,191,2026-04-21,17,Otrity,Tunisie
Chocolat D-Clic,5,Épicerie,1.18,0.809,172,2026-04-24,20,Otrity,Tunisie
Chocolat Dessert Said 100g,5,Épicerie,4.2,4.2,316,2026-06-01,58,Otrity,Tunisie
Chocolat en Poudre Said 200g,5,Épicerie,3.55,2.137,267,2026-04-15,11,Otrity,Tunisie
Chocolat Maestro aux Amandes 100g,5,Épicerie,4.5,2.542,250,2026-04-11,7,Otrity,Tunisie
Chocolat Noir aux Noisettes Maestro 100g,5,Épicerie,4.5,4.375,67,2026-05-25,51,Otrity,Tunisie
Chocolat Noir fourré à la crème de Noisette Maestro Passion 240gr,5,Épicerie,13.2,7.211,300,2026-04-09,5,Otrity,Tunisie
Chocolat Noir Maestro 100 gr,5,Épicerie,4.404,4.404,47,2026-06-07,64,Otrity,Tunisie
Chocolat noir Maestro 30g,5,Épicerie,1.65,1.406,177,2026-05-12,38,Otrity,Tunisie
Mini Chocoline Said 150g,5,Épicerie,4.332,4.332,150,2026-06-24,81,Otrity,Tunisie
Chocoline Said 300g,5,Épicerie,7.44,4.271,262,2026-04-12,8,Otrity,Tunisie
Chorba Fric 500g,5,Épicerie,2.52,1.843,295,2026-04-29,25,Otrity,Tunisie
Chorba Fric Pasteurisé Randa 250g,5,Épicerie,1.228,1.023,88,2026-05-10,36,Otrity,Tunisie
Chorba Fric Pasteurisé Warda 250g,5,Épicerie,1.228,1.08,117,2026-05-15,41,Otrity,Tunisie
Chorba Langue d’Oiseau n°1 Randa 250g,5,Épicerie,0.41,0.41,256,2026-06-05,62,Otrity,Tunisie
Chorba Langue d’Oiseau n°1 Randa 500g,5,Épicerie,0.41,0.243,294,2026-04-14,10,Otrity,Tunisie
Chorba Millet Randa 250g,5,Épicerie,0.41,0.342,188,2026-05-10,36,Otrity,Tunisie
Concentré de Tomates Jouda 800g,5,Épicerie,4.5,2.333,179,2026-04-06,2,Otrity,Tunisie
Concentré de Tomates Jouda 400g,5,Épicerie,2.615,2.591,308,2026-05-27,53,Otrity,Tunisie
Concentré de Tomates Le Petit Paris 800g,5,Épicerie,4.5,2.917,199,2026-04-20,16,Otrity,Tunisie
Concentré de Tomates Le Petit Paris 400g,5,Épicerie,2.75,2.19,327,2026-05-06,32,Otrity,Tunisie
Concentré de Tomates SICAM 400g,5,Épicerie,2.65,1.595,265,2026-04-15,11,Otrity,Tunisie
Concentré de Tomates SICAM 800g,5,Épicerie,4.5,2.875,49,2026-04-19,15,Otrity,Tunisie
Concentré de Tomates Carthage 800g,5,Épicerie,4.5,3.917,312,2026-05-14,40,Otrity,Tunisie
Concentré de Tomates Tucal 400g,5,Épicerie,2.654,2.654,222,2026-06-16,73,Otrity,Tunisie
Concentré de Tomates Tucal 800g,5,Épicerie,4.5,4.5,192,2026-06-02,59,Otrity,Tunisie
Cookies SAIDA   136GR Cacao – Aux pépites de chocolatt,5,Épicerie,2.556,2.556,163,2026-07-02,89,Otrity,Tunisie
Cookies SAIDA   136GR Aux pépites de chocolat,5,Épicerie,2.556,1.799,153,2026-04-26,22,Otrity,Tunisie
Couscous Diari moyen,5,Épicerie,0.795,0.721,252,2026-05-18,44,Otrity,Tunisie
Couscous Diari fin,5,Épicerie,0.795,0.773,327,2026-05-25,51,Otrity,Tunisie
Couscous Diari Moyen 1kg,5,Épicerie,0.795,0.552,213,2026-04-25,21,Otrity,Tunisie
Couscous Randa Moyen 1kg,5,Épicerie,0.795,0.633,161,2026-05-06,32,Otrity,Tunisie
Couscous Fin Randa 1kg,5,Épicerie,0.795,0.685,261,2026-05-13,39,Otrity,Tunisie
Couscous Fin Warda,5,Épicerie,0.795,0.743,307,2026-05-21,47,Otrity,Tunisie
Couscous Moyen Warda,5,Épicerie,0.795,0.552,57,2026-04-25,21,Otrity,Tunisie
Crème à Tartiner Saïd 180gr,5,Épicerie,4.96,2.847,188,2026-04-12,8,Otrity,Tunisie
Crème aux noisettes et Biscuit Junior Said,5,Épicerie,1.9,1.073,341,2026-04-11,7,Otrity,Tunisie
Crème Chocolat Smart Chef,5,Épicerie,0.69,0.69,190,2026-06-18,75,Otrity,Tunisie
Crème Pâtissière goût chocolat 40g LA PÂTISSIERE,5,Épicerie,0.9,0.9,295,2026-06-29,86,Otrity,Tunisie
Crème Pâtissière goût vanille 40g LA PÂTISSIERE,5,Épicerie,0.853,0.853,189,2026-07-02,89,Otrity,Tunisie
Crisponuts 35g,5,Épicerie,1.2,0.922,61,2026-05-03,29,Otrity,Tunisie
Croissant Snapy Chocolat,5,Épicerie,0.8,0.8,308,2026-06-25,82,Otrity,Tunisie
Croissant Snapy tout Chocolat,5,Épicerie,1.038,0.798,297,2026-05-03,29,Otrity,Tunisie
Croustina Black white 35gr,5,Épicerie,0.522,0.522,252,2026-06-22,79,Otrity,Tunisie
Croustina Cacao Vanille 35g,5,Épicerie,0.522,0.503,322,2026-05-24,50,Otrity,Tunisie
Croustina Chocolat 35g,5,Épicerie,0.522,0.522,134,2026-06-22,79,Otrity,Tunisie
Croustina Lait 35g,5,Épicerie,0.522,0.474,127,2026-05-18,44,Otrity,Tunisie
Croustina Saida au Cacao Vanille 33g/ pack de 6,5,Épicerie,3.132,2.813,317,2026-05-17,43,Otrity,Tunisie
Croustina Saida au Chocolat 100gr,5,Épicerie,1.387,1.387,228,2026-05-30,56,Otrity,Tunisie
Croustina Saida au chocolat 33g/ pack de 6,5,Épicerie,3.132,3.132,42,2026-06-06,63,Otrity,Tunisie
Croustina Saida au lait,5,Épicerie,1.388,0.938,157,2026-04-23,19,Otrity,Tunisie
Croustina Saida au lait 33g/ pack de 6,5,Épicerie,3.132,2.407,62,2026-05-03,29,Otrity,Tunisie
Croustina Saida goût Cacao-Vanille,5,Épicerie,1.388,1.195,69,2026-05-13,39,Otrity,Tunisie
Double concentré de Tomates Zgolli 135g,5,Épicerie,1.4,1.024,147,2026-04-29,25,Otrity,Tunisie
Double concentré de Tomates Zgolli 400g,5,Épicerie,2.7,1.55,167,2026-04-12,8,Otrity,Tunisie
Double concentré de Tomates Zgolli 800g,5,Épicerie,4.5,2.917,225,2026-04-20,16,Otrity,Tunisie
Falfoul Dino Dinosaures 24 un,5,Épicerie,17.22,8.769,111,2026-04-05,1,Otrity,Tunisie
Farine Baklawa Randa,5,Épicerie,3.3,1.742,300,2026-04-07,3,Otrity,Tunisie
Farine Kaak Warka Randa,5,Épicerie,3.7,3.7,143,2026-06-07,64,Otrity,Tunisie
Farine pizza warda,5,Épicerie,2.88,2.0,49,2026-04-25,21,Otrity,Tunisie
Farine pour Pizza Randa,5,Épicerie,3.12,2.34,341,2026-05-01,27,Otrity,Tunisie
Farine ps-7 Randa,5,Épicerie,0.84,0.739,105,2026-05-15,41,Otrity,Tunisie
Farines Warda,5,Épicerie,0.85,0.527,151,2026-04-17,13,Otrity,Tunisie
Feuilles de brick  Samsa Sambosah El Gamra,5,Épicerie,1.32,1.32,125,2026-07-03,90,Otrity,Tunisie
Fusilli intégrale Blé Complet Warda,5,Épicerie,1.548,0.946,93,2026-04-16,12,Otrity,Tunisie
Gâteau BREAK pack de 4,5,Épicerie,2.295,2.295,248,2026-06-21,78,Otrity,Tunisie
Gâteaux au chocolat Prince pack de 4,5,Épicerie,2.629,2.142,53,2026-05-08,34,Otrity,Tunisie
Gaucho,5,Épicerie,0.292,0.292,59,2026-06-18,75,Otrity,Tunisie
Gaucho Saida Goût Chocolat 10un,5,Épicerie,2.916,2.916,282,2026-06-13,70,Otrity,Tunisie
Gaufrettes Saida crème de Noisettes,5,Épicerie,1.096,1.096,250,2026-06-01,58,Otrity,Tunisie
Gaufrettes Saida goût Chocolat,5,Épicerie,1.096,0.589,171,2026-04-08,4,Otrity,Tunisie
Gaufrettes Saida goût fraise,5,Épicerie,1.096,0.649,59,2026-04-14,10,Otrity,Tunisie
Gaufrettes Saida goût vanille,5,Épicerie,1.096,0.812,63,2026-04-30,26,Otrity,Tunisie
Gros Sel,5,Épicerie,0.78,0.78,332,2026-06-28,85,Otrity,Tunisie
Haricots Blanc Cap d’or 400g,5,Épicerie,3.27,2.271,349,2026-04-25,21,Otrity,Tunisie
Harissa du Cap Bon Neblia 135g,5,Épicerie,1.734,1.477,241,2026-05-12,38,Otrity,Tunisie
Harissa sans conservateurs du CAP BON SICAM 135g,5,Épicerie,1.92,1.92,299,2026-06-03,60,Otrity,Tunisie
Harissa sans conservateurs du CAP BON SICAM 380g,5,Épicerie,3.45,3.163,96,2026-05-19,45,Otrity,Tunisie
Hlalem 100% semoule de blé dur Diari,5,Épicerie,2.15,1.413,59,2026-04-21,17,Otrity,Tunisie
Huile de friture Chafia 0.9L,5,Épicerie,4.5,4.5,158,2026-06-14,71,Otrity,Tunisie
Huile de friture Chafia 5L,5,Épicerie,23.9,15.048,43,2026-04-18,14,Otrity,Tunisie
Huile de Friture Cristal 0.9l,5,Épicerie,5.16,5.16,42,2026-07-01,88,Otrity,Tunisie
Huile de Friture Cristal 1.8L,5,Épicerie,11.59,11.59,268,2026-06-23,80,Otrity,Tunisie
Huile de maïs Chafia 1.8L,5,Épicerie,13.8,13.8,225,2026-05-29,55,Otrity,Tunisie
Huile de Maïs Cristal 5L,5,Épicerie,26.0,18.778,293,2026-04-28,24,Otrity,Tunisie
Huile de Maïs Shefia 5L,5,Épicerie,25.8,20.067,201,2026-05-04,30,Otrity,Tunisie
Huile Friture Cristal 5L,5,Épicerie,23.9,16.155,121,2026-04-23,19,Otrity,Tunisie
Levure Boulangére 13g   La Pâtissière,5,Épicerie,0.416,0.416,198,2026-06-03,60,Otrity,Tunisie
Levure Chimique 13gr  LA PÂTISSIERE,5,Épicerie,0.266,0.18,99,2026-04-23,19,Otrity,Tunisie
Levure Chimique Smart Chef,5,Épicerie,0.18,0.18,344,2026-06-06,63,Otrity,Tunisie
Major Chocolat,5,Épicerie,1.647,1.159,250,2026-04-26,22,Otrity,Tunisie
Major Vanille,5,Épicerie,1.647,1.647,191,2026-06-19,76,Otrity,Tunisie
Masfouf Diari 1kg,5,Épicerie,0.795,0.795,69,2026-06-01,58,Otrity,Tunisie
Mayonnaise Fine et Douce Lesieur,5,Épicerie,9.86,7.76,156,2026-05-05,31,Otrity,Tunisie
Mayonnaise Fine et Douce Lesieur,5,Épicerie,5.7,3.853,231,2026-04-23,19,Otrity,Tunisie
Mayonnaise Jadida 240ml,5,Épicerie,5.49,5.49,212,2026-05-29,55,Otrity,Tunisie
Mayonnaise Jadida 480ml,5,Épicerie,7.08,7.08,152,2026-05-29,55,Otrity,Tunisie
Miel traditionnel Sedra 500g /عسل حر السدرة ل,5,Épicerie,39.0,39.0,185,2026-06-06,63,Otrity,Tunisie
Mini Croquettes TOM,5,Épicerie,0.61,0.57,155,2026-05-21,47,Otrity,Tunisie
Mini Tuc 30gr,5,Épicerie,0.772,0.708,157,2026-05-19,45,Otrity,Tunisie
Momento Chocolat 38g,5,Épicerie,1.09,0.717,200,2026-04-21,17,Otrity,Tunisie
Muffin Chocolat Saïda,5,Épicerie,0.73,0.392,237,2026-04-08,4,Otrity,Tunisie
Nescafé Classic 190g,5,Épicerie,36.0,33.667,187,2026-05-21,47,Otrity,Tunisie
Nescafé Classic 45g,5,Épicerie,11.76,10.998,237,2026-05-21,47,Otrity,Tunisie
Nescafé Classic 90g,5,Épicerie,21.84,21.84,117,2026-06-18,75,Otrity,Tunisie
Nouasser Traditionnel Warda 500g,5,Épicerie,1.87,1.87,176,2026-07-03,90,Otrity,Tunisie
Pack de 3 Chocolats Momento,5,Épicerie,3.268,1.937,100,2026-04-14,10,Otrity,Tunisie
Palet aux Pépites de Chocolat Saïda 130gr,5,Épicerie,2.347,1.239,89,2026-04-07,3,Otrity,Tunisie
Palet pur Beurre Saïda 126gr,5,Épicerie,1.794,1.794,146,2026-06-13,70,Otrity,Tunisie
Pâte à Tartiner Chocolat Noisette Saïd 500g,5,Épicerie,8.61,5.82,90,2026-04-23,19,Otrity,Tunisie
Pâte à Tartiner Chocolat Noisettes Saïd 1Kg,5,Épicerie,15.0,13.889,74,2026-05-20,46,Otrity,Tunisie
Pâtes Bucatini Randa,5,Épicerie,0.41,0.41,108,2026-06-07,64,Otrity,Tunisie
Pâtes Cavatoni 1 Randa,5,Épicerie,0.41,0.285,88,2026-04-25,21,Otrity,Tunisie
Pâtes Cavatoni 2 Randa,5,Épicerie,0.43,0.43,113,2026-06-07,64,Otrity,Tunisie
Pâtes Cavatoni 3 Randa,5,Épicerie,0.43,0.43,300,2026-06-13,70,Otrity,Tunisie
Pâtes Cheveux d’ange Randa,5,Épicerie,0.43,0.231,129,2026-04-08,4,Otrity,Tunisie
Pâtes coquillage Randa,5,Épicerie,0.41,0.353,165,2026-05-13,39,Otrity,Tunisie
Pâtes Coude 1 Randa,5,Épicerie,0.41,0.296,168,2026-04-28,24,Otrity,Tunisie
Pâtes Coude 2 Randa,5,Épicerie,0.41,0.41,139,2026-06-13,70,Otrity,Tunisie
Pâtes Coude n°2 Warda,5,Épicerie,0.43,0.43,336,2026-05-28,54,Otrity,Tunisie
Pâtes Escargot 1 Randa,5,Épicerie,0.41,0.41,213,2026-06-03,60,Otrity,Tunisie
Pâtes Escargot 2 Randa,5,Épicerie,0.43,0.43,227,2026-05-31,57,Otrity,Tunisie
Pâtes Escargot n°1 Warda,5,Épicerie,0.43,0.43,70,2026-06-27,84,Otrity,Tunisie
Pâtes Escargot n°2 Warda,5,Épicerie,0.43,0.43,191,2026-07-02,89,Otrity,Tunisie
Pâtes Farfalle n°1 Warda,5,Épicerie,1.16,1.16,75,2026-06-28,85,Otrity,Tunisie
Pâtes Farfalle n°2 Warda,5,Épicerie,1.16,0.902,145,2026-05-04,30,Otrity,Tunisie
Pâtes Fell 1 Randa,5,Épicerie,0.41,0.232,259,2026-04-11,7,Otrity,Tunisie
Pâtes Fell 2 Randa,5,Épicerie,0.41,0.41,202,2026-05-29,55,Otrity,Tunisie
Pâtes Fell 3 Randa,5,Épicerie,0.41,0.258,259,2026-04-18,14,Otrity,Tunisie
Pâtes Fell n°1 Warda,5,Épicerie,0.43,0.255,159,2026-04-14,10,Otrity,Tunisie
Pâtes Fell n°2 Warda,5,Épicerie,0.43,0.43,221,2026-07-02,89,Otrity,Tunisie
Pâtes Fell n°3 Warda,5,Épicerie,0.43,0.43,244,2026-06-13,70,Otrity,Tunisie
Pâtes lasagne Randa 500g,5,Épicerie,2.084,2.084,83,2026-06-16,73,Otrity,Tunisie
Pâtes lasagne Warda 500g,5,Épicerie,2.09,2.09,340,2026-05-30,56,Otrity,Tunisie
Pâtes M’hammas fin Randa,5,Épicerie,0.41,0.41,146,2026-06-27,84,Otrity,Tunisie
Pâtes M’hammas Randa,5,Épicerie,0.41,0.41,289,2026-05-31,57,Otrity,Tunisie
Pâtes Nouille 1 Randa,5,Épicerie,0.41,0.41,60,2026-06-11,68,Otrity,Tunisie
Pâtes Nouille 2 Randa,5,Épicerie,0.41,0.33,217,2026-05-07,33,Otrity,Tunisie
Pâtes Nouilles n°2 Warda,5,Épicerie,0.43,0.43,46,2026-06-13,70,Otrity,Tunisie
Pâtes Papillon n°1 Randa,5,Épicerie,1.12,0.716,166,2026-04-19,15,Otrity,Tunisie
Pâtes Papillon n°2 Randa,5,Épicerie,1.12,1.12,199,2026-06-18,75,Otrity,Tunisie
Pâtes Plume courte Warda,5,Épicerie,0.43,0.43,187,2026-07-01,88,Otrity,Tunisie
Pâtes Plumes courtes Randa,5,Épicerie,0.41,0.387,182,2026-05-22,48,Otrity,Tunisie
Pâtes Plumes longues Randa,5,Épicerie,0.43,0.299,238,2026-04-25,21,Otrity,Tunisie
Pâtes ressort Randa,5,Épicerie,0.45,0.283,193,2026-04-18,14,Otrity,Tunisie
Pâtes Ressort Warda,5,Épicerie,0.43,0.43,204,2026-06-01,58,Otrity,Tunisie
Pâtes Spaghetti 1 Randa,5,Épicerie,0.41,0.41,60,2026-06-25,82,Otrity,Tunisie
Pâtes Spaghetti 2 Randa,5,Épicerie,0.41,0.216,108,2026-04-07,3,Otrity,Tunisie
Pâtes Spaghetti 3 Randa,5,Épicerie,0.41,0.41,126,2026-07-03,90,Otrity,Tunisie
Pâtes Spaghetti n°1 Warda,5,Épicerie,0.43,0.291,344,2026-04-23,19,Otrity,Tunisie
Pâtes Spaghetti n°2 Warda,5,Épicerie,0.43,0.414,200,2026-05-24,50,Otrity,Tunisie
Pâtes Spaghetti n°3 Warda,5,Épicerie,0.43,0.43,156,2026-06-11,68,Otrity,Tunisie
Pâtes Tagliatelle Randa n°1,5,Épicerie,1.422,1.145,125,2026-05-07,33,Otrity,Tunisie
Pâtes Tagliatelle Randa n°2,5,Épicerie,1.422,1.027,120,2026-04-28,24,Otrity,Tunisie
Pâtes Tagliatelle Warda n°1,5,Épicerie,1.42,1.42,100,2026-06-04,61,Otrity,Tunisie
Pâtes Tagliatelle Warda n°2,5,Épicerie,1.42,1.42,67,2026-06-01,58,Otrity,Tunisie
Pâtes vermicelle Randa,5,Épicerie,0.41,0.361,82,2026-05-15,41,Otrity,Tunisie
Plum-Cakes Saïda,5,Épicerie,0.512,0.488,125,2026-05-23,49,Otrity,Tunisie
Plume au blé Complet Randa,5,Épicerie,1.59,1.59,56,2026-06-13,70,Otrity,Tunisie
Pois chiche Cap d’or 400g,5,Épicerie,3.35,3.35,237,2026-06-08,65,Otrity,Tunisie
Poudre Instantanée Chocoline Said 13 gr,5,Épicerie,0.425,0.22,44,2026-04-06,2,Otrity,Tunisie
Préparation pour crème pâtissière goût Vanille Smart Chef,5,Épicerie,0.68,0.68,61,2026-05-31,57,Otrity,Tunisie
Prince Mini Gâteau 30gr,5,Épicerie,0.68,0.68,105,2026-06-17,74,Otrity,Tunisie
Ricoré 100g,5,Épicerie,15.12,9.8,137,2026-04-20,16,Otrity,Tunisie
Ricoré 260g,5,Épicerie,27.9,24.025,164,2026-05-13,39,Otrity,Tunisie
Riz thailandais 1kg,5,Épicerie,3.5,3.5,125,2026-06-19,76,Otrity,Tunisie
Sablito tout chocolat,5,Épicerie,1.961,1.961,333,2026-06-03,60,Otrity,Tunisie
Said Junior aux Dragées,5,Épicerie,1.7,1.007,98,2026-04-14,10,Otrity,Tunisie
Saida Extra cacaotés,5,Épicerie,2.191,2.191,138,2026-06-07,64,Otrity,Tunisie
Sardines à la Tomate Sidi Daoud,5,Épicerie,2.75,2.75,282,2026-06-06,63,Otrity,Tunisie
Sauce Pizza au Basilic et Origan SICAM,5,Épicerie,2.63,2.63,88,2026-06-07,64,Otrity,Tunisie
Sauce Pizza Jouda 400g,5,Épicerie,2.621,1.48,71,2026-04-11,7,Otrity,Tunisie
Sel fin 1kg,5,Épicerie,1.08,0.74,316,2026-04-24,20,Otrity,Tunisie
Semoule Fin Warda,5,Épicerie,0.79,0.79,193,2026-06-11,68,Otrity,Tunisie
Semoule fine Randa,5,Épicerie,0.79,0.505,253,2026-04-19,15,Otrity,Tunisie
Semoule grosse Randa,5,Épicerie,0.79,0.79,271,2026-06-28,85,Otrity,Tunisie
Semoule moyenne Randa,5,Épicerie,0.79,0.79,118,2026-06-29,86,Otrity,Tunisie
Spaghetti intégrale Blé Complet Warda,5,Épicerie,1.548,0.975,155,2026-04-18,14,Otrity,Tunisie
Sucre en Buchettes 150 Un,5,Épicerie,5.3,5.3,207,2026-06-01,58,Otrity,Tunisie
Sucre en morceaux,5,Épicerie,4.3,3.185,323,2026-04-30,26,Otrity,Tunisie
Sucre Glace Randa 750gr,5,Épicerie,5.64,4.126,105,2026-04-29,25,Otrity,Tunisie
Sucre Vanille Smart Chef,5,Épicerie,0.16,0.084,287,2026-04-07,3,Otrity,Tunisie
